Name,Category,Subcategory,Risk,Technology,Standard Ports,Characteristics
meru-l3-ap-data,networking,infrastructure,1,network-protocol,udp/9393,pervasive-use
meru-l3-ap-discovery,networking,infrastructure,1,network-protocol,udp/9292,pervasive-use
messengerfx,collaboration,instant-messaging,3,browser-based,tcp/80,evasive-behavior has-known-vulnerability pervasive-use
meta4,business-systems,erp-crm,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
metacafe,media,photo-video,4,browser-based,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file pervasive-use
metatrader,business-systems,general-business,1,client-server,"tcp/80,443,1950",
mfe-nsp,networking,ip-protocol,1,network-protocol,
mgcp,collaboration,voip-video,2,network-protocol,"tcp/2428 udp/2427,2727",has-known-vulnerability pervasive-use
mgoon,media,photo-video,4,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
mibbit,collaboration,instant-messaging,4,browser-based,tcp/80,evasive-behavior able-to-transfer-file has-known-vulnerability
micp,networking,ip-protocol,1,network-protocol,
micros,business-systems,general-business,1,client-server,"tcp/7300,5000-5100,6023,6024,6025,6050",
microsoft-dynamics-crm,business-systems,erp-crm,1,browser-based,tcp/443 tcp/80,able-to-transfer-file
ms-scom,business-systems,management,1,client-server,"tcp/1270,5723,5724,51909",pervasive-use
mightytext,general-internet,internet-utility,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
mikogo,collaboration,internet-conferencing,2,client-server,"tcp/443,80",evasive-behavior has-known-vulnerability
millenium-ils,business-systems,general-business,1,client-server,"tcp/2000, 4600, 80",
mimacs,business-systems,general-business,1,client-server,tcp/4001,
minacs-verint-recording,business-systems,erp-crm,1,client-server,tcp/4001,
mindmeister,business-systems,office-programs,2,browser-based,"tcp/443, 80",able-to-transfer-file has-known-vulnerability
minecraft,media,gaming,2,browser-based,"tcp/80,443,25565",consume-big-bandwidth has-known-vulnerability pervasive-use
mineralt,general-internet,internet-utility,5,browser-based,tcp/443,evasive-behavior consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
minus,collaboration,social-networking,3,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability pervasive-use
miro,media,photo-video,3,peer-to-peer,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file
misslee,collaboration,instant-messaging,1,client-server,"tcp/80,5530,5500,6004",has-known-vulnerability
mixi-base,collaboration,social-networking,3,browser-based,tcp/443 tcp/80,able-to-transfer-file has-known-vulnerability pervasive-use
mixi-posting,collaboration,social-networking,4,browser-based,"tcp/80,443",used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
mlb.tv,media,photo-video,2,browser-based,"tcp/80,1935,443",consume-big-bandwidth has-known-vulnerability
mms,media,photo-video,3,client-server,tcp/1755,consume-big-bandwidth has-known-vulnerability pervasive-use
mms-ics-base,business-systems,ics-protocols,1,network-protocol,tcp/102,has-known-vulnerability
mms-ics-ack-event-notification,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-additional-service,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-alter-event-cond-monit,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-alter-event-enroll,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-cancel,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-conclude,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-create-journal,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-create-prog-invocation,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-define-event-action,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-define-event-condition,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-define-event-enroll,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-define-named-type,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-define-named-var-list,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-define-named-variable,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-define-scattered-access,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-define-semaphore,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-delete-domain,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-delete-event-action,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-delete-event-condition,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-delete-event-enroll,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-delete-journal,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-delete-named-type,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-delete-named-var-list,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-delete-prog-invocation,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-delete-semaphore,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-delete-var-access,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-download-segment,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-eventnotification,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-file-close,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-file-delete,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-file-directory,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-file-open,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-file-read,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-file-rename,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-alarm-enroll-sum,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-alarm-summary,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-capability-list,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-domain-attribute,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-event-action-attr,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-event-cond-attr,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-event-enroll-attr,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-name-list,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-named-type-attr,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-named-var-list-attr,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-prog-invo-attr,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-scatt-access-att,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-get-var-access-attri,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-identity,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-informationreport,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-initial-download-seq,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-initialize-journal,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-initiate-upload-seq,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-input,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-kill,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-load-domain-content,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-obtain-file,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-output,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-read,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-read-journal,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-relinquish-control,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-rename,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-rep-event-action-stat,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-rep-event-enroll-stat,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-report-event-cond-stat,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-report-journal-status,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-report-pool-sema-stat,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-report-sema-entry-stat,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-report-sema-status,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-request-domain-download,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-request-domain-upload,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-reset,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-resume,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-start,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-status,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-stop,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-store-domain-content,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-take-control,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-terminate-download-seq,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-terminate-upload-seq,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-trigger-event,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-unsolicitedstatus,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-upload-segment,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-write,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mms-ics-write-journal,business-systems,ics-protocols,1,client-server,tcp/102,has-known-vulnerability
mobile,networking,ip-protocol,1,network-protocol,
mobile-me,general-internet,internet-utility,4,browser-based,"tcp/443,80,5223,993",evasive-behavior able-to-transfer-file has-known-vulnerability pervasive-use
mobilehdr,networking,ip-protocol,1,network-protocol,pervasive-use
mobility-xe,networking,encrypted-tunnel,2,client-server,udp/5008,able-to-transfer-file
mocha-rdp,networking,remote-access,1,client-server,tcp/3389,has-known-vulnerability
modbus-base,business-systems,ics-protocols,2,network-protocol,"tcp/502,4001,4002",has-known-vulnerability
modbus-encapsulated-transport,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-read-fifo-queue,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-mask-write-register,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-read-coils,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-read-discrete-inputs,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-read-file-record,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-read-holding-registers,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-read-input-registers,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-read-write-register,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-write-file-record,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-write-multiple-coils,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-write-multiple-registers,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-write-single-coil,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
modbus-write-single-register,business-systems,ics-protocols,2,network-protocol,tcp/502,has-known-vulnerability
mogulus,media,photo-video,4,browser-based,"tcp/80,1935",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
moinmoin-editing,collaboration,web-posting,3,browser-based,tcp/80,able-to-transfer-file has-known-vulnerability pervasive-use
monday,collaboration,social-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
mongodb,business-systems,database,2,client-server,tcp/27017,has-known-vulnerability pervasive-use
moodle,collaboration,social-business,3,browser-based,"tcp/80,443",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
morningstar-posting,collaboration,web-posting,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
mosh,networking,remote-access,1,client-server,udp/60000-61000,has-known-vulnerability
motleyfool-posting,collaboration,web-posting,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
mount,networking,infrastructure,3,network-protocol,tcp/dynamic udp/dynamic,used-by-malware has-known-vulnerability pervasive-use
move-networks,media,photo-video,1,client-server,tcp/dynamic,consume-big-bandwidth pervasive-use
moxtra,collaboration,social-business,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
mozy,business-systems,storage-backup,3,client-server,"tcp/80,443",evasive-behavior able-to-transfer-file pervasive-use
mpeg-ts,media,photo-video,1,network-protocol,udp/dynamic,consume-big-bandwidth pervasive-use
mpls-in-ip,networking,ip-protocol,1,network-protocol,
mqtt-base,business-systems,general-business,2,client-server,"tcp/1883,8883,8884",has-known-vulnerability pervasive-use
mqtt-connect,business-systems,general-business,2,client-server,"tcp/1883,1884,8883",has-known-vulnerability pervasive-use
mqtt-disconnect,business-systems,general-business,2,client-server,"tcp/1883,1884,8883",has-known-vulnerability
mqtt-publish-message,business-systems,general-business,2,client-server,"tcp/1883,1884,8883",has-known-vulnerability
mqtt-subscribe,business-systems,general-business,2,client-server,"tcp/1883,1884,8883",has-known-vulnerability
mqtt-unsubscribe,business-systems,general-business,2,client-server,"tcp/1883,1884,8883",has-known-vulnerability
ms-dc-replication,networking,infrastructure,1,network-protocol,tcp/dynamic udp/dynamic,has-known-vulnerability
ms-delve,business-systems,office-programs,1,browser-based,"tcp/80,443",has-known-vulnerability
ms-directory-service-setup,networking,infrastructure,1,network-protocol,tcp/dynamic udp/dynamic,has-known-vulnerability
ms-dpm,business-systems,storage-backup,2,client-server,"tcp/5718,5719",able-to-transfer-file has-known-vulnerability
ms-ds-smb-base,business-systems,storage-backup,3,client-server,"tcp/445,139 udp/445",able-to-transfer-file has-known-vulnerability pervasive-use
ms-ds-smbv1,business-systems,storage-backup,3,client-server,"tcp/445,139 udp/445",able-to-transfer-file has-known-vulnerability pervasive-use
ms-ds-smbv2,business-systems,storage-backup,3,client-server,"tcp/445,139 udp/445",able-to-transfer-file has-known-vulnerability pervasive-use
ms-ds-smbv3,business-systems,storage-backup,3,client-server,"tcp/445,139 udp/445",able-to-transfer-file has-known-vulnerability pervasive-use
ms-dtc,business-systems,management,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
ms-event-log,networking,infrastructure,1,network-protocol,tcp/dynamic udp/dynamic,has-known-vulnerability
ms-exchange,collaboration,email,4,client-server,tcp/dynamic udp/dynamic,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
ms-exchange-admin-center,business-systems,management,1,browser-based,tcp/443,
ms-exchange-mrs,business-systems,management,2,client-server,"tcp/80,443,808,dynamic",has-known-vulnerability pervasive-use
ms-firewall-storage,business-systems,management,1,client-server,"tcp/2171,2172,2173",pervasive-use
ms-frs,networking,infrastructure,3,network-protocol,tcp/dynamic,able-to-transfer-file has-known-vulnerability pervasive-use
ms-hyper-v-vm-connect,networking,remote-access,1,client-server,tcp/2179,has-known-vulnerability
ms-iis,business-systems,management,3,client-server,tcp/dynamic,able-to-transfer-file has-known-vulnerability pervasive-use
ms-isa-fw-client,business-systems,management,1,client-server,tcp/1745,
ms-kms,business-systems,management,1,client-server,tcp/1688,pervasive-use
ms-local-security-management,networking,infrastructure,1,network-protocol,tcp/dynamic udp/dynamic,has-known-vulnerability
ms-local-user-management,networking,infrastructure,1,network-protocol,tcp/dynamic udp/dynamic,has-known-vulnerability
ms-lync-base,collaboration,instant-messaging,2,client-server,tcp/dynamic udp/dynamic,has-known-vulnerability pervasive-use
ms-lync-apps-sharing,collaboration,internet-conferencing,1,client-server,tcp/dynamic,consume-big-bandwidth pervasive-use
ms-lync-audio,collaboration,voip-video,1,client-server,udp/dynamic,consume-big-bandwidth pervasive-use
ms-lync-content-sharing,collaboration,internet-conferencing,3,client-server,"tcp/443,8057",consume-big-bandwidth has-known-vulnerability pervasive-use
ms-lync-file-transfer,general-internet,file-sharing,2,client-server,tcp/dynamic,consume-big-bandwidth able-to-transfer-file pervasive-use
ms-lync-online,collaboration,instant-messaging,3,client-server,"tcp/443,80",able-to-transfer-file has-known-vulnerability pervasive-use
ms-lync-online-apps-sharing,collaboration,internet-conferencing,2,browser-based,tcp/443,consume-big-bandwidth has-known-vulnerability pervasive-use
ms-lync-online-file-transfer,general-internet,file-sharing,3,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability pervasive-use
ms-lync-video,collaboration,voip-video,1,client-server,udp/dynamic,consume-big-bandwidth pervasive-use
ms-netlogon,business-systems,auth-service,2,client-server,"tcp/135,139,445,1025-5000,49152-65535 udp/137,138,445",has-known-vulnerability pervasive-use
ms-ocs-audio,collaboration,voip-video,2,peer-to-peer,udp/dynamic,evasive-behavior consume-big-bandwidth pervasive-use
ms-ocs-file-transfer,general-internet,file-sharing,2,peer-to-peer,tcp/6891,able-to-transfer-file
ms-ocs-video,collaboration,voip-video,2,peer-to-peer,udp/dynamic,evasive-behavior consume-big-bandwidth pervasive-use
ms-ocs,collaboration,instant-messaging,1,client-server,"tcp/5060,5061,8057 udp/dynamic",pervasive-use
ms-office365-base,business-systems,office-programs,2,browser-based,"tcp/80,443",has-known-vulnerability pervasive-use
ms-onedrive-base,general-internet,file-sharing,4,client-server,"tcp/80,443",consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
ms-onedrive-downloading,general-internet,file-sharing,4,client-server,"tcp/80,443",consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
ms-onedrive-share,general-internet,file-sharing,2,client-server,"tcp/80,443",has-known-vulnerability pervasive-use
ms-onedrive-uploading,general-internet,file-sharing,3,client-server,"tcp/80,443",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
ms-onenote-base,business-systems,office-programs,1,browser-based,"tcp/80,443",has-known-vulnerability
ms-onenote-downloading,business-systems,office-programs,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
ms-onenote-uploading,business-systems,office-programs,2,browser-based,"tcp/80,443",able-to-transfer-file has-known-vulnerability
ms-powerbi,business-systems,office-programs,1,browser-based,"tcp/80,443",has-known-vulnerability
ms-product-activation,business-systems,software-update,1,client-server,"tcp/80,443",pervasive-use
ms-quick-assist,networking,remote-access,1,client-server,"tcp/80,443",has-known-vulnerability
ms-rdp,networking,remote-access,4,client-server,tcp/3389 udp/3389,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
ms-remote-registry,networking,infrastructure,1,network-protocol,tcp/dynamic udp/dynamic,has-known-vulnerability
ms-scheduler,business-systems,management,2,client-server,tcp/dynamic udp/dynamic,has-known-vulnerability
ms-service-controller,business-systems,management,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
ms-sms,business-systems,management,3,client-server,"udp/2701,2702,2703,2704 tcp/80,443,2701,2702,2703,2704,8530,8531,10123",able-to-transfer-file has-known-vulnerability pervasive-use
ms-spynet,business-systems,management,2,client-server,tcp/443,able-to-transfer-file pervasive-use
ms-sql-analysis-service,business-systems,database,1,client-server,tcp/2383,pervasive-use
ms-sstp,networking,encrypted-tunnel,1,client-server,tcp/443,
ms-store,general-internet,internet-utility,1,client-server,"tcp/80,443",has-known-vulnerability
ms-teams,business-systems,office-programs,2,client-server,"tcp/80,443 udp/dynamic",able-to-transfer-file has-known-vulnerability
ms-teams-audio-video,business-systems,office-programs,1,client-server,"tcp/80,443 udp/dynamic",has-known-vulnerability
ms-teams-downloading,business-systems,office-programs,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
ms-teams-editing,business-systems,office-programs,1,client-server,"tcp/80,443",has-known-vulnerability
ms-teams-posting,business-systems,office-programs,1,client-server,"tcp/80,443",has-known-vulnerability
ms-teams-sharing,business-systems,office-programs,1,client-server,"tcp/80,443",has-known-vulnerability
ms-teams-uploading,business-systems,office-programs,2,client-server,"tcp/80,443",able-to-transfer-file has-known-vulnerability
ms-update,business-systems,software-update,4,client-server,"tcp/80,443,8530,8531",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
ms-virtualserver,business-systems,management,2,browser-based,"tcp/80,443,1024,5900",has-known-vulnerability pervasive-use
ms-visual-studio-tfs,business-systems,management,2,client-server,tcp/8080,has-known-vulnerability pervasive-use
ms-win-dns,networking,infrastructure,2,network-protocol,tcp/dynamic,has-known-vulnerability pervasive-use
ms-wins,networking,infrastructure,2,network-protocol,tcp/dynamic,has-known-vulnerability pervasive-use
ms-wmi,business-systems,management,2,client-server,tcp/dynamic,has-known-vulnerability pervasive-use
ms-workstation-service,networking,infrastructure,1,network-protocol,tcp/dynamic udp/dynamic,has-known-vulnerability
msdp,networking,routing,2,network-protocol,tcp/639,has-known-vulnerability pervasive-use
msn-base,collaboration,instant-messaging,4,client-server,"tcp/1863,80,7001,443 udp/7001",used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
msn-file-transfer,general-internet,file-sharing,5,peer-to-peer,"tcp/443,1863,1025-65535 udp/1025-65535",evasive-behavior used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
msn-money-posting,collaboration,web-posting,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
msn-toolbar,general-internet,internet-utility,3,client-server,tcp/80,evasive-behavior able-to-transfer-file pervasive-use
msn-video,collaboration,voip-video,3,peer-to-peer,udp/dynamic,consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
msn-voice,collaboration,voip-video,4,peer-to-peer,"tcp/1863,80 udp/dynamic",evasive-behavior consume-big-bandwidth used-by-malware has-known-vulnerability pervasive-use
msn-webmessenger,collaboration,instant-messaging,3,browser-based,tcp/80,evasive-behavior has-known-vulnerability pervasive-use
msn2go,collaboration,instant-messaging,4,browser-based,tcp/dynamic,evasive-behavior used-by-malware has-known-vulnerability pervasive-use
msnshell,collaboration,instant-messaging,3,peer-to-peer,tcp/1863,used-by-malware able-to-transfer-file pervasive-use
msrpc-base,networking,infrastructure,2,network-protocol,tcp/dynamic udp/dynamic,has-known-vulnerability pervasive-use
mssql-db-base,business-systems,database,2,client-server,udp/1433 tcp/1433,has-known-vulnerability pervasive-use
mssql-db-encrypted,business-systems,database,2,client-server,tcp/1433 udp/1433,has-known-vulnerability pervasive-use
mssql-db-unencrypted,business-systems,database,2,client-server,tcp/1433 udp/1433,has-known-vulnerability pervasive-use
mssql-mon,business-systems,database,2,client-server,udp/1434,has-known-vulnerability pervasive-use
mtconnect,business-systems,ics-protocols,1,client-server,"tcp/80,443",has-known-vulnerability
mtp,networking,ip-protocol,1,network-protocol,
mult-ip,networking,encrypted-tunnel,1,client-server,"tcp/46872 udp/46871,46873,46874",
munin,business-systems,management,1,client-server,tcp/4949,has-known-vulnerability
mural,collaboration,social-business,2,browser-based,"tcp/443,80",able-to-transfer-file has-known-vulnerability
musical.ly,media,photo-video,2,client-server,"tcp/80,443,1935",able-to-transfer-file has-known-vulnerability
mute,general-internet,file-sharing,5,peer-to-peer,tcp/4901,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
mux,networking,ip-protocol,1,network-protocol,
mycase,business-systems,management,2,browser-based,"tcp/443, 80",able-to-transfer-file has-known-vulnerability
mydownloader,general-internet,file-sharing,5,browser-based,tcp/80,evasive-behavior consume-big-bandwidth used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
mygreenpc,networking,remote-access,3,client-server,tcp/443,evasive-behavior has-known-vulnerability
mymarkets,business-systems,general-business,1,browser-based,"tcp/80,443,8500-8600",has-known-vulnerability
myownconference,collaboration,internet-conferencing,2,browser-based,"tcp/443, 80",able-to-transfer-file has-known-vulnerability
myspace-base,collaboration,social-networking,4,browser-based,tcp/443 tcp/80,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
myspace-im,collaboration,instant-messaging,3,client-server,tcp/dynamic,evasive-behavior used-by-malware pervasive-use
myspace-mail,collaboration,email,4,browser-based,tcp/443 tcp/80,used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
myspace-posting,collaboration,social-networking,4,browser-based,"tcp/80,443",used-by-malware able-to-transfer-file has-known-vulnerability pervasive-use
myspace-video,media,photo-video,1,browser-based,"tcp/80,443",consume-big-bandwidth
mysql,business-systems,database,2,client-server,tcp/3306,has-known-vulnerability pervasive-use
nagios,business-systems,management,1,browser-based,tcp/dynamic,has-known-vulnerability
nakido-flag,general-internet,file-sharing,4,browser-based,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability
napster,media,audio-streaming,3,browser-based,tcp/80,evasive-behavior consume-big-bandwidth has-known-vulnerability pervasive-use
narp,networking,ip-protocol,1,network-protocol,
nasuni,business-systems,storage-backup,2,browser-based,tcp/443,able-to-transfer-file has-known-vulnerability
nateon-file-transfer,general-internet,file-sharing,4,client-server,"tcp/5004,80",used-by-malware able-to-transfer-file has-known-vulnerability
nate-video,media,photo-video,4,browser-based,tcp/80,evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
nateon-audio-video,collaboration,voip-video,1,client-server,tcp/dynamic udp/dynamic,consume-big-bandwidth
nateon-desktop-sharing,collaboration,internet-conferencing,3,client-server,tcp/443,evasive-behavior has-known-vulnerability
nateon-im-base,collaboration,instant-messaging,4,client-server,"tcp/80,443,5004,7000-7010",evasive-behavior used-by-malware has-known-vulnerability
nate-mail,collaboration,email,3,client-server,tcp/80,used-by-malware able-to-transfer-file pervasive-use
naver-blog-posting,collaboration,web-posting,2,browser-based,tcp/80,has-known-vulnerability pervasive-use
naver-line,collaboration,voip-video,1,client-server,"tcp/443,80,5223,5242,9418 udp/dynamic",pervasive-use
naver-mail,collaboration,email,3,browser-based,"tcp/80,443,993,587",able-to-transfer-file has-known-vulnerability pervasive-use
naver-ndrive,general-internet,file-sharing,4,browser-based,"tcp/80,443",evasive-behavior consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
naver-streaming,media,photo-video,3,browser-based,"tcp/80,11907",consume-big-bandwidth able-to-transfer-file has-known-vulnerability
nbc-video,media,photo-video,2,browser-based,tcp/80,consume-big-bandwidth has-known-vulnerability pervasive-use
ncipher-impath,networking,encrypted-tunnel,1,client-server,"tcp/9004, 9005",
ncp,business-systems,management,1,client-server,tcp/524 udp/524,pervasive-use
ndmp,business-systems,storage-backup,4,peer-to-peer,"tcp/1025-5000,10000",consume-big-bandwidth able-to-transfer-file has-known-vulnerability pervasive-use
